Frame-No,RightHandIndex3-Joint-Posi-x,RightHandIndex3-Joint-Posi-y,RightHandIndex3-Joint-Posi-z,arm_length,forearm_length,hand_length,height
0,-0.208222,-0.3928400000000001,0.429662,28,24,18,168
1,-0.208195,-0.3927800000000001,0.429674,28,24,18,168
2,-0.208203,-0.3928100000000001,0.42975,28,24,18,168
3,-0.208225,-0.3928400000000001,0.429963,28,24,18,168
4,-0.208224,-0.3928500000000001,0.430061,28,24,18,168
5,-0.208236,-0.39286,0.430139,28,24,18,168
6,-0.208211,-0.39293,0.430243,28,24,18,168
7,-0.208167,-0.3929200000000001,0.430283,28,24,18,168
8,-0.208115,-0.3929100000000001,0.430306,28,24,18,168
9,-0.20806,-0.39286,0.430346,28,24,18,168
10,-0.207991,-0.3927800000000001,0.430436,28,24,18,168
11,-0.20794,-0.3927500000000001,0.430559,28,24,18,168
12,-0.207936,-0.39273,0.430596,28,24,18,168
13,-0.207907,-0.3926800000000001,0.43062,28,24,18,168
14,-0.207885,-0.3926400000000001,0.430631,28,24,18,168
15,-0.207858,-0.3926,0.430628,28,24,18,168
16,-0.207861,-0.39256,0.43063,28,24,18,168
17,-0.207764,-0.3925100000000001,0.430636,28,24,18,168
18,-0.207723,-0.39249,0.430693,28,24,18,168
19,-0.207675,-0.39246,0.430799,28,24,18,168
20,-0.207663,-0.3924500000000002,0.430849,28,24,18,168
21,-0.207626,-0.39235,0.43095,28,24,18,168
22,-0.207597,-0.3922400000000001,0.430971,28,24,18,168
23,-0.207645,-0.3921400000000001,0.43101,28,24,18,168
24,-0.207607,-0.3920700000000001,0.431098,28,24,18,168
25,-0.207621,-0.3920600000000001,0.43112,28,24,18,168
26,-0.207605,-0.3920600000000001,0.431114,28,24,18,168
27,-0.207618,-0.3920700000000001,0.431089,28,24,18,168
28,-0.207639,-0.3920600000000001,0.43107,28,24,18,168
29,-0.207703,-0.39205,0.431012,28,24,18,168
30,-0.207706,-0.3920600000000001,0.431019,28,24,18,168
31,-0.207678,-0.3920700000000001,0.431036,28,24,18,168
32,-0.207664,-0.39208,0.43102,28,24,18,168
33,-0.207677,-0.39209,0.431026,28,24,18,168
34,-0.20766,-0.3920700000000001,0.431016,28,24,18,168
35,-0.207683,-0.3920700000000001,0.430965,28,24,18,168
36,-0.20771,-0.3920100000000002,0.430928,28,24,18,168
37,-0.207816,-0.3919300000000001,0.430897,28,24,18,168
38,-0.207833,-0.39192,0.430875,28,24,18,168
39,-0.207871,-0.3919400000000002,0.430878,28,24,18,168
40,-0.207866,-0.39195,0.430881,28,24,18,168
41,-0.207909,-0.39199,0.430943,28,24,18,168
42,-0.207913,-0.39178,0.430885,28,24,18,168
43,-0.207915,-0.3917300000000001,0.430843,28,24,18,168
44,-0.207924,-0.3917000000000001,0.43069,28,24,18,168
45,-0.207932,-0.3916700000000002,0.430634,28,24,18,168
46,-0.207892,-0.3916200000000001,0.430636,28,24,18,168
47,-0.207888,-0.39161,0.430637,28,24,18,168
48,-0.208092,-0.39161,0.430682,28,24,18,168
49,-0.208098,-0.39161,0.430705,28,24,18,168
50,-0.208064,-0.39171,0.430686,28,24,18,168
51,-0.208114,-0.39172,0.430777,28,24,18,168
52,-0.207758,-0.39199,0.430852,28,24,18,168
53,-0.207555,-0.3921400000000001,0.430962,28,24,18,168
54,-0.207533,-0.3910600000000002,0.431803,28,24,18,168
55,-0.20668,-0.3854200000000001,0.432634,28,24,18,168
56,-0.204111,-0.3785700000000001,0.432002,28,24,18,168
57,-0.20051,-0.3683100000000001,0.430775,28,24,18,168
58,-0.198051,-0.36247,0.429841,28,24,18,168
59,-0.19084,-0.34674,0.427004,28,24,18,168
60,-0.168572,-0.3061200000000001,0.421011,28,24,18,168
61,-0.139524,-0.2544000000000002,0.413673,28,24,18,168
62,-0.132211,-0.24069,0.411363,28,24,18,168
63,-0.123896,-0.2250100000000001,0.409026,28,24,18,168
64,-0.116002,-0.20934,0.407398,28,24,18,168
65,-0.107792,-0.19246,0.405019,28,24,18,168
66,-0.083539,-0.13005,0.397361,28,24,18,168
67,-0.078576,-0.1154600000000001,0.396226,28,24,18,168
68,-0.0638758,-0.07359,0.393285,28,24,18,168
