Frame-No,RightHandIndex3-Joint-Posi-x,RightHandIndex3-Joint-Posi-y,RightHandIndex3-Joint-Posi-z
0,-0.17528,0.922173,0.250871
1,-0.17519,0.922172,0.250846
2,-0.17511,0.9222,0.250827
3,-0.175047,0.92224,0.250807
4,-0.17505,0.922241,0.250763
5,-0.175111,0.922243,0.250727
6,-0.175153,0.922267,0.250711
7,-0.175171,0.922281,0.250701
8,-0.175163,0.922299,0.250697
9,-0.175109,0.922317,0.250668
10,-0.175036,0.922379,0.250641
11,-0.174968,0.922431,0.250604
12,-0.174919,0.922466,0.250542
13,-0.174924,0.922483,0.250467
14,-0.174927,0.922498,0.250404
15,-0.174918,0.922502,0.250316
16,-0.174886,0.922485,0.250233
17,-0.174834,0.922465,0.25015
18,-0.17477,0.922442,0.250066
19,-0.174704,0.922405,0.24996
20,-0.174627,0.922381,0.249855
21,-0.174544,0.922389,0.249768
22,-0.174497,0.922392,0.249677
23,-0.174463,0.92241,0.249624
24,-0.174404,0.922443,0.249575
25,-0.174383,0.922448,0.249536
26,-0.174377,0.922437,0.249508
27,-0.17433,0.922419,0.249449
28,-0.1743,0.922408,0.249404
29,-0.174234,0.92239,0.249333
30,-0.174169,0.92239,0.249261
31,-0.174124,0.9224,0.249185
32,-0.174102,0.922453,0.249107
33,-0.174136,0.922487,0.248993
34,-0.17415,0.922512,0.248888
35,-0.174138,0.922512,0.24881
36,-0.174096,0.922513,0.24869
37,-0.17404,0.922494,0.248583
38,-0.174015,0.92248,0.248496
39,-0.173973,0.92244,0.248395
40,-0.173915,0.922441,0.248327
41,-0.17385,0.922425,0.24824
42,-0.173799,0.922424,0.248181
43,-0.173741,0.922433,0.248108
44,-0.17371,0.92242,0.248052
45,-0.173644,0.922401,0.247977
46,-0.173609,0.922387,0.247927
47,-0.173542,0.922323,0.24782
48,-0.173484,0.922297,0.247735
49,-0.173449,0.922314,0.247677
50,-0.173428,0.922332,0.247575
51,-0.17343,0.922369,0.247541
52,-0.173478,0.922424,0.247528
53,-0.173533,0.922462,0.247499
54,-0.173596,0.922497,0.247454
55,-0.173576,0.922501,0.247394
56,-0.17356,0.922446,0.247329
57,-0.17357,0.922371,0.247256
58,-0.173614,0.922287,0.247229
59,-0.173444,0.922179,0.247246
60,-0.173127,0.922078,0.247449
61,-0.172811,0.92197,0.247775
62,-0.17271,0.921842,0.248107
63,-0.172755,0.921738,0.248248
64,-0.172629,0.921748,0.248182
65,-0.172764,0.92184,0.248046
66,-0.172629,0.922096,0.248092
67,-0.173042,0.922253,0.248212
68,-0.173593,0.922378,0.248453
69,-0.174184,0.922588,0.2488
70,-0.174718,0.922797,0.249027
71,-0.175228,0.92313,0.249183
72,-0.1755,0.92376,0.249616
73,-0.176009,0.924488,0.250217
74,-0.176388,0.925202,0.250906
75,-0.176253,0.925976,0.251617
76,-0.17694,0.92705,0.252941
77,-0.177398,0.928377,0.254277
78,-0.177673,0.929874,0.25576
79,-0.177737,0.931407,0.257348
80,-0.178049,0.932957,0.259123
81,-0.178217,0.935269,0.2618
82,-0.178202,0.938025,0.265199
83,-0.177667,0.9411,0.2691
84,-0.177198,0.943723,0.273137
85,-0.176212,0.946611,0.278208
86,-0.177464,0.948548,0.283269
87,-0.178447,0.950801,0.289128
88,-0.171378,0.952491,0.29524
89,-0.169479,0.954177,0.301853
90,-0.16759,0.956021,0.308775
91,-0.165278,0.958422,0.316085
92,-0.162336,0.961954,0.323447
93,-0.160137,0.965968,0.331753
94,-0.15755,0.971507,0.341418
95,-0.155265,0.977679,0.351658
96,-0.152686,0.984284,0.361333
97,-0.150575,0.990634,0.371609
98,-0.147644,0.998543,0.382718
99,-0.1446,1.0072,0.394083
100,-0.140004,1.01529,0.398316
101,-0.137858,1.02609,0.416148
102,-0.134204,1.03623,0.427845
103,-0.128276,1.04609,0.431744
104,-0.121984,1.05632,0.43531
105,-0.115772,1.06677,0.438531
106,-0.110667,1.0759,0.44105
107,-0.108777,1.10001,0.484914
108,-0.103615,1.11457,0.495883
109,-0.09851,1.1287,0.505197
110,-0.0941325,1.14209,0.515056
111,-0.0885021,1.15714,0.52451
112,-0.0826024,1.17244,0.53337
113,-0.0767005,1.18799,0.541656
114,-0.0712371,1.20241,0.548324
115,-0.0661658,1.21709,0.555704
116,-0.0608665,1.23233,0.562538
117,-0.0556385,1.24693,0.568769
118,-0.0504093,1.26004,0.573447
119,-0.0454217,1.27253,0.578736
120,-0.0409054,1.27988,0.577256
121,-0.0366937,1.287,0.575689
122,-0.0286106,1.31112,0.590601
123,-0.0235318,1.32354,0.594182
124,-0.0192445,1.3345,0.597809
125,-0.0161417,1.3421,0.601919
126,-0.0102616,1.35576,0.604211
127,-0.00615647,1.36435,0.606502
128,-0.00149059,1.37307,0.608967
